Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-06 12:30:00+05:30,34225.30078125,34290.69921875,34225.30078125,34243.94921875,34243.94921875,0
2022-07-06 12:35:00+05:30,34246.30078125,34275.1484375,34233.5,34237.05078125,34237.05078125,0
2022-07-06 12:40:00+05:30,34238.6484375,34241.8515625,34221.3515625,34226.5,34226.5,0
2022-07-06 12:45:00+05:30,34226.44921875,34260.3984375,34224.1015625,34260.3984375,34260.3984375,0
2022-07-06 12:50:00+05:30,34260.94921875,34307.05078125,34256.05078125,34296.1015625,34296.1015625,0
2022-07-06 12:55:00+05:30,34296.0,34335.0,34295.8984375,34334.6015625,34334.6015625,0
2022-07-06 13:00:00+05:30,34333.19921875,34340.55078125,34293.44921875,34316.3515625,34316.3515625,0
2022-07-06 13:05:00+05:30,34316.5,34368.30078125,34298.55078125,34327.19921875,34327.19921875,0
2022-07-06 13:10:00+05:30,34325.6484375,34384.44921875,34325.6484375,34384.44921875,34384.44921875,0
2022-07-06 13:15:00+05:30,34385.19921875,34385.19921875,34321.3515625,34335.3515625,34335.3515625,0
2022-07-06 13:20:00+05:30,34334.05078125,34339.8984375,34299.0,34311.8515625,34311.8515625,0
2022-07-06 13:25:00+05:30,34312.55078125,34322.6484375,34269.8515625,34284.5,34284.5,0
2022-07-06 13:30:00+05:30,34283.05078125,34305.8984375,34230.94921875,34243.19921875,34243.19921875,0
2022-07-06 13:35:00+05:30,34240.30078125,34321.44921875,34230.6015625,34315.44921875,34315.44921875,0
2022-07-06 13:40:00+05:30,34313.6015625,34344.8984375,34308.44921875,34310.0,34310.0,0
2022-07-06 13:45:00+05:30,34312.1484375,34312.1484375,34264.6015625,34272.19921875,34272.19921875,0
2022-07-06 13:50:00+05:30,34272.0,34299.30078125,34252.69921875,34283.25,34283.25,0
2022-07-06 13:55:00+05:30,34280.8984375,34297.25,34260.05078125,34275.3515625,34275.3515625,0
2022-07-06 14:00:00+05:30,34274.8984375,34277.94921875,34221.30078125,34228.75,34228.75,0
2022-07-06 14:05:00+05:30,34229.75,34261.0,34212.6015625,34243.75,34243.75,0
2022-07-06 14:10:00+05:30,34242.69921875,34249.3515625,34200.0,34216.3515625,34216.3515625,0
2022-07-06 14:15:00+05:30,34217.25,34348.19921875,34196.8515625,34306.1015625,34306.1015625,0
2022-07-06 14:20:00+05:30,34307.69921875,34313.44921875,34285.1484375,34285.55078125,34285.55078125,0
2022-07-06 14:25:00+05:30,34287.3984375,34334.8515625,34281.6484375,34285.05078125,34285.05078125,0
2022-07-06 14:30:00+05:30,34283.8515625,34283.8515625,34219.1015625,34225.3984375,34225.3984375,0
2022-07-06 14:35:00+05:30,34225.8984375,34257.69921875,34211.0,34246.19921875,34246.19921875,0
2022-07-06 14:40:00+05:30,34251.55078125,34259.80078125,34152.5,34168.0,34168.0,0
2022-07-06 14:45:00+05:30,34167.3984375,34249.55078125,34150.75,34247.3984375,34247.3984375,0
2022-07-06 14:50:00+05:30,34251.3984375,34280.69921875,34224.8984375,34269.25,34269.25,0
2022-07-06 14:55:00+05:30,34273.19921875,34312.05078125,34265.19921875,34309.0,34309.0,0
2022-07-06 15:00:00+05:30,34310.8515625,34320.1484375,34254.6015625,34272.80078125,34272.80078125,0
2022-07-06 15:05:00+05:30,34276.25,34297.75,34258.8984375,34260.69921875,34260.69921875,0
2022-07-06 15:10:00+05:30,34263.94921875,34333.5,34259.1015625,34331.44921875,34331.44921875,0
2022-07-06 15:15:00+05:30,34323.5,34350.44921875,34322.6484375,34338.3984375,34338.3984375,0
2022-07-06 15:20:00+05:30,34331.1484375,34358.8515625,34331.1484375,34344.6015625,34344.6015625,0
2022-07-06 15:25:00+05:30,34337.30078125,34382.75,34333.8515625,34355.55078125,34355.55078125,0
2022-07-07 09:15:00+05:30,34627.3984375,34701.55078125,34579.6484375,34667.1484375,34667.1484375,0
2022-07-07 09:20:00+05:30,34666.69921875,34687.25,34629.3515625,34663.25,34663.25,0
2022-07-07 09:25:00+05:30,34665.5,34665.5,34611.94921875,34616.55078125,34616.55078125,0
2022-07-07 09:30:00+05:30,34617.69921875,34656.0,34586.6484375,34635.19921875,34635.19921875,0
2022-07-07 09:35:00+05:30,34640.8515625,34664.0,34628.05078125,34641.8984375,34641.8984375,0
2022-07-07 09:40:00+05:30,34639.44921875,34647.3515625,34599.30078125,34618.94921875,34618.94921875,0
2022-07-07 09:45:00+05:30,34617.6484375,34622.8984375,34589.1484375,34603.3515625,34603.3515625,0
2022-07-07 09:50:00+05:30,34607.0,34620.80078125,34568.30078125,34573.8984375,34573.8984375,0
2022-07-07 09:55:00+05:30,34575.05078125,34595.8515625,34560.8515625,34578.94921875,34578.94921875,0
2022-07-07 10:00:00+05:30,34578.05078125,34635.5,34568.3984375,34635.5,34635.5,0
2022-07-07 10:05:00+05:30,34632.80078125,34647.25,34613.3515625,34627.3515625,34627.3515625,0
2022-07-07 10:10:00+05:30,34626.55078125,34638.6484375,34601.1015625,34623.19921875,34623.19921875,0
2022-07-07 10:15:00+05:30,34626.69921875,34645.5,34619.6484375,34630.3984375,34630.3984375,0
2022-07-07 10:20:00+05:30,34629.75,34649.44921875,34617.3984375,34649.44921875,34649.44921875,0
2022-07-07 10:25:00+05:30,34647.25,34679.19921875,34632.1484375,34654.30078125,34654.30078125,0
2022-07-07 10:30:00+05:30,34653.0,34675.0,34648.8984375,34667.0,34667.0,0
2022-07-07 10:35:00+05:30,34666.6015625,34688.55078125,34666.6015625,34686.44921875,34686.44921875,0
2022-07-07 10:40:00+05:30,34685.94921875,34698.80078125,34673.94921875,34697.6484375,34697.6484375,0
2022-07-07 10:45:00+05:30,34697.75,34710.25,34682.69921875,34695.25,34695.25,0
2022-07-07 10:50:00+05:30,34698.25,34706.55078125,34657.94921875,34673.30078125,34673.30078125,0
2022-07-07 10:55:00+05:30,34676.3515625,34686.3984375,34666.55078125,34682.1484375,34682.1484375,0
2022-07-07 11:00:00+05:30,34680.44921875,34685.6484375,34646.69921875,34659.8515625,34659.8515625,0
2022-07-07 11:05:00+05:30,34660.0,34689.0,34655.3984375,34657.1484375,34657.1484375,0
2022-07-07 11:10:00+05:30,34658.19921875,34670.1015625,34647.75,34660.75,34660.75,0
2022-07-07 11:15:00+05:30,34657.44921875,34664.8515625,34626.8984375,34644.30078125,34644.30078125,0
2022-07-07 11:20:00+05:30,34642.3984375,34667.55078125,34632.1484375,34638.6015625,34638.6015625,0
2022-07-07 11:25:00+05:30,34639.30078125,34649.44921875,34630.3984375,34641.5,34641.5,0
2022-07-07 11:30:00+05:30,34641.6015625,34660.75,34638.1015625,34647.19921875,34647.19921875,0
2022-07-07 11:35:00+05:30,34644.94921875,34685.1484375,34639.1484375,34685.1484375,34685.1484375,0
2022-07-07 11:40:00+05:30,34681.05078125,34684.19921875,34661.5,34669.6015625,34669.6015625,0
2022-07-07 11:45:00+05:30,34668.8984375,34692.3984375,34668.05078125,34687.0,34687.0,0
2022-07-07 11:50:00+05:30,34687.3984375,34703.69921875,34666.75,34678.30078125,34678.30078125,0
2022-07-07 11:55:00+05:30,34682.1015625,34742.30078125,34682.1015625,34736.3984375,34736.3984375,0
2022-07-07 12:00:00+05:30,34736.75,34745.6015625,34718.5,34721.55078125,34721.55078125,0
2022-07-07 12:05:00+05:30,34721.8515625,34737.1484375,34708.8984375,34709.44921875,34709.44921875,0
2022-07-07 12:10:00+05:30,34709.25,34719.19921875,34692.8984375,34700.3984375,34700.3984375,0
2022-07-07 12:15:00+05:30,34700.6484375,34730.6015625,34680.69921875,34729.75,34729.75,0
2022-07-07 12:20:00+05:30,34726.6015625,34740.3984375,34724.55078125,34731.3984375,34731.3984375,0
2022-07-07 12:25:00+05:30,34731.80078125,34734.1015625,34708.05078125,34723.1015625,34723.1015625,0
2022-07-07 12:30:00+05:30,34724.25,34751.44921875,34710.5,34715.8984375,34715.8984375,0
2022-07-07 12:35:00+05:30,34716.8984375,34747.8984375,34716.1484375,34736.75,34736.75,0
2022-07-07 12:40:00+05:30,34735.75,34742.25,34702.1015625,34704.80078125,34704.80078125,0
2022-07-07 12:45:00+05:30,34709.30078125,34727.1484375,34689.25,34718.05078125,34718.05078125,0
2022-07-07 12:50:00+05:30,34717.0,34734.19921875,34712.19921875,34731.8984375,34731.8984375,0
2022-07-07 12:55:00+05:30,34730.3984375,34739.69921875,34717.8984375,34727.69921875,34727.69921875,0
2022-07-07 13:00:00+05:30,34728.0,34780.94921875,34726.94921875,34779.8515625,34779.8515625,0
2022-07-07 13:05:00+05:30,34778.19921875,34803.25,34771.69921875,34788.1484375,34788.1484375,0
2022-07-07 13:10:00+05:30,34788.44921875,34811.3515625,34782.8515625,34789.0,34789.0,0
2022-07-07 13:15:00+05:30,34790.55078125,34879.3984375,34787.0,34868.1484375,34868.1484375,0
2022-07-07 13:20:00+05:30,34869.69921875,34906.3515625,34851.30078125,34894.30078125,34894.30078125,0
2022-07-07 13:25:00+05:30,34894.80078125,34928.94921875,34881.19921875,34892.0,34892.0,0
2022-07-07 13:30:00+05:30,34887.44921875,34902.30078125,34872.75,34876.3515625,34876.3515625,0
2022-07-07 13:35:00+05:30,34874.0,34919.80078125,34868.30078125,34916.8984375,34916.8984375,0
2022-07-07 13:40:00+05:30,34916.80078125,34927.75,34872.94921875,34885.75,34885.75,0
2022-07-07 13:45:00+05:30,34884.80078125,34890.30078125,34806.30078125,34831.6484375,34831.6484375,0
2022-07-07 13:50:00+05:30,34831.25,34849.8515625,34809.94921875,34840.94921875,34840.94921875,0
2022-07-07 13:55:00+05:30,34836.55078125,34852.0,34784.6015625,34792.30078125,34792.30078125,0
2022-07-07 14:00:00+05:30,34789.3984375,34810.44921875,34737.0,34753.8515625,34753.8515625,0
2022-07-07 14:05:00+05:30,34756.69921875,34789.19921875,34747.8515625,34757.05078125,34757.05078125,0
2022-07-07 14:10:00+05:30,34759.25,34764.05078125,34672.1484375,34679.8515625,34679.8515625,0
2022-07-07 14:15:00+05:30,34679.55078125,34711.80078125,34638.80078125,34700.6015625,34700.6015625,0
2022-07-07 14:20:00+05:30,34701.75,34797.3515625,34690.5,34793.1015625,34793.1015625,0
2022-07-07 14:25:00+05:30,34795.1484375,34816.44921875,34756.1015625,34802.19921875,34802.19921875,0
2022-07-07 14:30:00+05:30,34802.25,34855.55078125,34790.94921875,34843.0,34843.0,0
2022-07-07 14:35:00+05:30,34842.55078125,34858.6015625,34818.05078125,34858.55078125,34858.55078125,0
2022-07-07 14:40:00+05:30,34857.80078125,34870.75,34828.69921875,34864.5,34864.5,0
2022-07-07 14:45:00+05:30,34861.75,34884.3515625,34847.25,34878.3984375,34878.3984375,0
2022-07-07 14:50:00+05:30,34879.80078125,34906.94921875,34852.19921875,34871.8984375,34871.8984375,0
2022-07-07 14:55:00+05:30,34871.5,34896.6484375,34861.8984375,34865.94921875,34865.94921875,0
2022-07-07 15:00:00+05:30,34866.6015625,34925.3515625,34834.05078125,34907.30078125,34907.30078125,0
2022-07-07 15:05:00+05:30,34906.1484375,34948.30078125,34900.30078125,34943.30078125,34943.30078125,0
2022-07-07 15:10:00+05:30,34939.8515625,34948.8515625,34893.1015625,34897.75,34897.75,0
2022-07-07 15:15:00+05:30,34898.80078125,34956.5,34895.3984375,34956.5,34956.5,0
2022-07-07 15:20:00+05:30,34955.44921875,34961.94921875,34937.55078125,34947.3515625,34947.3515625,0
2022-07-07 15:25:00+05:30,34942.1015625,34959.3984375,34922.1015625,34935.44921875,34935.44921875,0
2022-07-08 09:15:00+05:30,35258.8984375,35258.8984375,35110.1015625,35123.69921875,35123.69921875,0
2022-07-08 09:20:00+05:30,35122.69921875,35175.6015625,35110.8984375,35174.55078125,35174.55078125,0
2022-07-08 09:25:00+05:30,35176.6484375,35181.1015625,35094.5,35100.94921875,35100.94921875,0
2022-07-08 09:30:00+05:30,35100.8515625,35151.05078125,35093.8515625,35138.8515625,35138.8515625,0
2022-07-08 09:35:00+05:30,35135.69921875,35153.6015625,35121.30078125,35145.8984375,35145.8984375,0
2022-07-08 09:40:00+05:30,35143.5,35185.3984375,35137.8984375,35181.05078125,35181.05078125,0
2022-07-08 09:45:00+05:30,35179.8984375,35222.3984375,35178.8984375,35180.30078125,35180.30078125,0
2022-07-08 09:50:00+05:30,35178.05078125,35185.1015625,35148.1484375,35164.25,35164.25,0
2022-07-08 09:55:00+05:30,35162.3515625,35170.19921875,35128.8984375,35134.44921875,35134.44921875,0
2022-07-08 10:00:00+05:30,35133.3984375,35139.94921875,35109.19921875,35138.05078125,35138.05078125,0
2022-07-08 10:05:00+05:30,35140.30078125,35142.3515625,35083.3984375,35083.3984375,35083.3984375,0
2022-07-08 10:10:00+05:30,35083.3984375,35120.30078125,35069.6015625,35102.5,35102.5,0
2022-07-08 10:15:00+05:30,35101.69921875,35119.69921875,35093.1015625,35104.80078125,35104.80078125,0
2022-07-08 10:20:00+05:30,35107.8515625,35128.6015625,35100.69921875,35119.6015625,35119.6015625,0
2022-07-08 10:25:00+05:30,35122.5,35144.19921875,35117.3984375,35133.8515625,35133.8515625,0
2022-07-08 10:30:00+05:30,35133.25,35164.8515625,35119.6484375,35158.3515625,35158.3515625,0
2022-07-08 10:35:00+05:30,35156.55078125,35169.19921875,35140.1484375,35165.30078125,35165.30078125,0
2022-07-08 10:40:00+05:30,35165.6484375,35192.55078125,35164.55078125,35169.80078125,35169.80078125,0
2022-07-08 10:45:00+05:30,35169.19921875,35174.8515625,35157.25,35166.6484375,35166.6484375,0
2022-07-08 10:50:00+05:30,35166.05078125,35167.1015625,35146.8515625,35152.05078125,35152.05078125,0
2022-07-08 10:55:00+05:30,35152.8984375,35173.8984375,35146.44921875,35152.25,35152.25,0
2022-07-08 11:00:00+05:30,35150.8515625,35150.8515625,35122.6484375,35131.55078125,35131.55078125,0
2022-07-08 11:05:00+05:30,35134.19921875,35142.6484375,35123.8984375,35129.5,35129.5,0
2022-07-08 11:10:00+05:30,35131.69921875,35134.30078125,35109.8984375,35121.19921875,35121.19921875,0
2022-07-08 11:15:00+05:30,35121.55078125,35130.5,35113.94921875,35120.6015625,35120.6015625,0
2022-07-08 11:20:00+05:30,35121.8984375,35127.30078125,35087.94921875,35092.05078125,35092.05078125,0
2022-07-08 11:25:00+05:30,35091.25,35126.5,35067.25,35085.8984375,35085.8984375,0
2022-07-08 11:30:00+05:30,35087.5,35110.5,35080.3984375,35103.5,35103.5,0
2022-07-08 11:35:00+05:30,35105.19921875,35124.75,35095.94921875,35120.6015625,35120.6015625,0
2022-07-08 11:40:00+05:30,35120.6015625,35140.44921875,35108.3515625,35111.5,35111.5,0
2022-07-08 11:45:00+05:30,35111.19921875,35111.19921875,35074.5,35085.3984375,35085.3984375,0
2022-07-08 11:50:00+05:30,35085.8515625,35093.5,35067.6484375,35087.6484375,35087.6484375,0
2022-07-08 11:55:00+05:30,35087.3984375,35090.0,35039.3984375,35044.69921875,35044.69921875,0
2022-07-08 12:00:00+05:30,35044.30078125,35059.44921875,35033.25,35042.8515625,35042.8515625,0
2022-07-08 12:05:00+05:30,35043.44921875,35075.30078125,35043.05078125,35056.75,35056.75,0
2022-07-08 12:10:00+05:30,35059.05078125,35064.8984375,35041.5,35064.8984375,35064.8984375,0
2022-07-08 12:15:00+05:30,35064.44921875,35070.8984375,35048.8984375,35060.30078125,35060.30078125,0
2022-07-08 12:20:00+05:30,35059.55078125,35099.1484375,35055.94921875,35098.1015625,35098.1015625,0
2022-07-08 12:25:00+05:30,35099.30078125,35112.1015625,35086.69921875,35108.19921875,35108.19921875,0
2022-07-08 12:30:00+05:30,35109.30078125,35132.3984375,35096.05078125,35123.0,35123.0,0
2022-07-08 12:35:00+05:30,35120.25,35124.8515625,35097.19921875,35101.0,35101.0,0
2022-07-08 12:40:00+05:30,35101.5,35102.94921875,35078.5,35082.80078125,35082.80078125,0
2022-07-08 12:45:00+05:30,35082.6015625,35106.75,35080.1015625,35102.8984375,35102.8984375,0
2022-07-08 12:50:00+05:30,35102.19921875,35117.55078125,35094.6484375,35094.75,35094.75,0
2022-07-08 12:55:00+05:30,35096.1484375,35097.19921875,35068.55078125,35094.19921875,35094.19921875,0
2022-07-08 13:00:00+05:30,35094.30078125,35107.30078125,35087.6015625,35101.1015625,35101.1015625,0
2022-07-08 13:05:00+05:30,35103.3515625,35121.8984375,35099.94921875,35111.94921875,35111.94921875,0
2022-07-08 13:10:00+05:30,35113.44921875,35115.8984375,35086.6484375,35091.19921875,35091.19921875,0
2022-07-08 13:15:00+05:30,35093.30078125,35098.1015625,35076.55078125,35091.5,35091.5,0
2022-07-08 13:20:00+05:30,35091.69921875,35092.1484375,35066.30078125,35083.6484375,35083.6484375,0
2022-07-08 13:25:00+05:30,35087.5,35106.80078125,35086.3984375,35105.5,35105.5,0
2022-07-08 13:30:00+05:30,35105.55078125,35115.80078125,35096.0,35104.05078125,35104.05078125,0
2022-07-08 13:35:00+05:30,35105.3515625,35140.25,35104.55078125,35135.8515625,35135.8515625,0
2022-07-08 13:40:00+05:30,35141.80078125,35154.1015625,35112.8515625,35121.3984375,35121.3984375,0
2022-07-08 13:45:00+05:30,35122.94921875,35123.8515625,35097.19921875,35102.3984375,35102.3984375,0
2022-07-08 13:50:00+05:30,35103.69921875,35107.30078125,35079.80078125,35107.0,35107.0,0
2022-07-08 13:55:00+05:30,35106.94921875,35108.05078125,35052.94921875,35064.1015625,35064.1015625,0
2022-07-08 14:00:00+05:30,35064.6015625,35071.44921875,35032.8984375,35060.94921875,35060.94921875,0
2022-07-08 14:05:00+05:30,35059.6484375,35074.25,35045.0,35049.8515625,35049.8515625,0
2022-07-08 14:10:00+05:30,35049.0,35080.80078125,35045.05078125,35071.30078125,35071.30078125,0
2022-07-08 14:15:00+05:30,35070.3984375,35093.1015625,35031.80078125,35052.6484375,35052.6484375,0
2022-07-08 14:20:00+05:30,35052.6015625,35067.8984375,35037.1015625,35058.94921875,35058.94921875,0
2022-07-08 14:25:00+05:30,35061.8515625,35068.1484375,34989.1015625,34994.3515625,34994.3515625,0
2022-07-08 14:30:00+05:30,34994.8515625,35017.44921875,34979.25,35014.3515625,35014.3515625,0
2022-07-08 14:35:00+05:30,35010.1015625,35031.25,35005.94921875,35012.30078125,35012.30078125,0
2022-07-08 14:40:00+05:30,35011.3515625,35048.94921875,35005.30078125,35048.94921875,35048.94921875,0
2022-07-08 14:45:00+05:30,35047.25,35091.5,35046.0,35068.3984375,35068.3984375,0
2022-07-08 14:50:00+05:30,35068.94921875,35068.94921875,35029.3515625,35030.94921875,35030.94921875,0
2022-07-08 14:55:00+05:30,35032.6484375,35088.3515625,35030.80078125,35086.75,35086.75,0
2022-07-08 15:00:00+05:30,35086.8515625,35146.6484375,35073.6484375,35134.80078125,35134.80078125,0
2022-07-08 15:05:00+05:30,35138.69921875,35145.3984375,35116.05078125,35139.5,35139.5,0
2022-07-08 15:10:00+05:30,35141.05078125,35170.0,35130.8984375,35151.1015625,35151.1015625,0
2022-07-08 15:15:00+05:30,35149.55078125,35160.0,35090.3984375,35119.55078125,35119.55078125,0
2022-07-08 15:20:00+05:30,35122.6484375,35126.44921875,35093.5,35109.6484375,35109.6484375,0
2022-07-08 15:25:00+05:30,35111.1484375,35148.75,35107.0,35125.55078125,35125.55078125,0
2022-07-11 09:15:00+05:30,35017.6015625,35263.8984375,35017.6015625,35242.94921875,35242.94921875,0
2022-07-11 09:20:00+05:30,35250.3984375,35275.69921875,35216.3984375,35257.25,35257.25,0
2022-07-11 09:25:00+05:30,35259.69921875,35316.8515625,35234.44921875,35281.75,35281.75,0
2022-07-11 09:30:00+05:30,35284.5,35285.8984375,35216.25,35231.8984375,35231.8984375,0
2022-07-11 09:35:00+05:30,35231.69921875,35245.1484375,35202.6015625,35218.30078125,35218.30078125,0
2022-07-11 09:40:00+05:30,35215.44921875,35297.5,35215.1484375,35296.1015625,35296.1015625,0
2022-07-11 09:45:00+05:30,35292.6015625,35335.1484375,35272.1484375,35283.30078125,35283.30078125,0
2022-07-11 09:50:00+05:30,35284.55078125,35292.25,35262.1484375,35281.80078125,35281.80078125,0
2022-07-11 09:55:00+05:30,35279.1015625,35301.55078125,35263.80078125,35279.3984375,35279.3984375,0
2022-07-11 10:00:00+05:30,35281.19921875,35304.3984375,35273.1015625,35276.05078125,35276.05078125,0
2022-07-11 10:05:00+05:30,35275.8515625,35337.94921875,35264.3515625,35337.69921875,35337.69921875,0
2022-07-11 10:10:00+05:30,35334.3515625,35354.25,35315.6015625,35322.6015625,35322.6015625,0
2022-07-11 10:15:00+05:30,35320.25,35340.8515625,35309.8515625,35316.69921875,35316.69921875,0
2022-07-11 10:20:00+05:30,35316.69921875,35344.0,35308.94921875,35343.05078125,35343.05078125,0
2022-07-11 10:25:00+05:30,35342.8515625,35357.94921875,35332.55078125,35355.30078125,35355.30078125,0
2022-07-11 10:30:00+05:30,35357.69921875,35358.75,35323.94921875,35334.05078125,35334.05078125,0
2022-07-11 10:35:00+05:30,35330.55078125,35336.1484375,35308.3515625,35311.05078125,35311.05078125,0
2022-07-11 10:40:00+05:30,35310.0,35313.3515625,35286.25,35307.80078125,35307.80078125,0
2022-07-11 10:45:00+05:30,35309.30078125,35318.25,35285.6484375,35295.19921875,35295.19921875,0
2022-07-11 10:50:00+05:30,35294.1484375,35344.05078125,35290.19921875,35340.19921875,35340.19921875,0
2022-07-11 10:55:00+05:30,35340.1015625,35348.75,35307.30078125,35317.94921875,35317.94921875,0
2022-07-11 11:00:00+05:30,35317.44921875,35320.5,35287.8984375,35288.30078125,35288.30078125,0
2022-07-11 11:05:00+05:30,35293.1015625,35306.30078125,35284.6015625,35289.5,35289.5,0
2022-07-11 11:10:00+05:30,35290.3515625,35316.5,35282.3515625,35306.0,35306.0,0
2022-07-11 11:15:00+05:30,35306.30078125,35314.55078125,35273.05078125,35277.3515625,35277.3515625,0
2022-07-11 11:20:00+05:30,35277.19921875,35290.94921875,35264.1484375,35266.55078125,35266.55078125,0
2022-07-11 11:25:00+05:30,35267.8984375,35285.80078125,35255.1484375,35255.1484375,35255.1484375,0
2022-07-11 11:30:00+05:30,35257.30078125,35279.1015625,35243.1015625,35274.25,35274.25,0
2022-07-11 11:35:00+05:30,35278.5,35284.0,35250.3984375,35258.94921875,35258.94921875,0
2022-07-11 11:40:00+05:30,35260.8515625,35260.8515625,35222.3984375,35235.05078125,35235.05078125,0
2022-07-11 11:45:00+05:30,35235.8515625,35243.19921875,35218.6484375,35238.1484375,35238.1484375,0
2022-07-11 11:50:00+05:30,35238.25,35257.0,35217.05078125,35252.3984375,35252.3984375,0
2022-07-11 11:55:00+05:30,35250.6015625,35266.0,35244.8515625,35264.19921875,35264.19921875,0
2022-07-11 12:00:00+05:30,35263.1015625,35312.30078125,35263.1015625,35303.8515625,35303.8515625,0
2022-07-11 12:05:00+05:30,35306.30078125,35315.6015625,35292.8515625,35304.80078125,35304.80078125,0
2022-07-11 12:10:00+05:30,35307.6484375,35307.6484375,35277.75,35287.1015625,35287.1015625,0
2022-07-11 12:15:00+05:30,35285.1015625,35290.44921875,35260.05078125,35263.6015625,35263.6015625,0
2022-07-11 12:20:00+05:30,35265.80078125,35272.5,35259.1484375,35261.8515625,35261.8515625,0
2022-07-11 12:25:00+05:30,35261.55078125,35262.6484375,35240.8515625,35240.8515625,35240.8515625,0
2022-07-11 12:30:00+05:30,35244.69921875,35263.1015625,35233.8515625,35253.8515625,35253.8515625,0
2022-07-11 12:35:00+05:30,35252.8515625,35303.25,35249.8984375,35289.1484375,35289.1484375,0
2022-07-11 12:40:00+05:30,35288.6015625,35313.0,35276.19921875,35291.5,35291.5,0
